label	col_00	col_01	col_02	col_03	col_04	col_05	col_06	col_07	col_08	col_09	col_10
3	582 m/s	-0.0389	Santa Ana	fish	0.8997	0.8327	0.5616	904	1024	518	0.9812
5	862 m/s	0.9309	Sacramento	cat	0.723	0.1567	0.4658	310	507	649	0.4717
3	342 m/s	0.2034	Moreno Valley	fish	1.0008	0.5531	0.6317	834	1027	334	0.7169
4	987 m/s	0.7051	San Bernardino	rabbit	0.1262	0.4653	0.3734	-16	210	1007	0.849
2	215 m/s	0.2042	Santa Clarita	rat	0.1471	1.0745	0.963	823	724	269	0.2785
1	275 m/s	0.355	Los Angeles	GUINEA PIG, REPTILE	0.4799	0.548	NULL	443	66	298	1.1993
4	741 m/s	0.585	Stockton	fish	0.1797	0.3585	0.27	57	408	1047	0.4943
4	802 m/s	0.6125	Chula Vista	rabbit	0.4023	0.1683	0.0669	88	247	717	0.5207
4	754 m/s	0.569	Stockton	bird	0.3143	0.3544	0.2902	305	178	964	0.4617
0	699 m/s	0.6122	Santa Clarita	pig	0.3913	0.3873	0.5651	702	264	906	0.3234
5	850 m/s	1.0597	Moreno Valley	cat	0.7472	0.0963	0.4598	127	365	623	0.5146
0	671 m/s	0.8911	Modesto	CHICKEN	0.1615	0.3415	0.7224	789	157	988	0.2391
3	315 m/s	0.092	Moreno Valley	fish	0.8782	0.8395	0.4581	865	808	372	0.6316
4	976 m/s	0.7114	San Francisco	rabbit	0.4224	0.3713	-0.2591	162	-138	891	0.7352
2	120 m/s	0.2743	Anaheim	rat, ferret	-0.0804	1.1691	0.9714	417	756	139	0.1943
0	692 m/s	0.5606	Modesto	pig	0.2849	0.4288	0.6584	952	432	749	0.0023
5	NULL	0.854	Sacramento	cat	0.7037	0.0212	0.0595	307	516	449	0.4863
4	726 m/s	0.5442	Chula Vista	rabbit	0.3881	0.2868	0.2762	197	371	1180	0.7749
3	427 m/s	0.0862	Moreno Valley	fish	0.8029	0.8486	0.5447	1048	1097	316	0.8499
5	913 m/s	1.0051	San Diego	pig	0.6423	-0.1938	0.4485	363	806	746	0.3291
3	329 m/s	0.1128	San Francisco	fish	0.809	0.7146	0.8815	951	828	485	0.9572
3	360 m/s	0.3075	San Francisco	fish	0.9724	0.8001	0.2485	757	846	343	0.7652
4	657 m/s	0.6651	Oakland	rabbit	0.3774	0.3105	0.0034	-328	253	963	0.6099
5	978 m/s	0.9995	Bakersfield	bird	0.8437	0.0506	0.3044	273	413	559	0.2774
3	504 m/s	0.0957	Moreno Valley	fish	1.2007	0.5179	0.5911	945	623	248	0.95
3	606 m/s	0.0716	Moreno Valley	fish	0.775	0.6084	0.6467	1196	1030	470	0.7432
1	462 m/s	0.4625	Irvine	guinea pig, reptile	0.5141	0.4229	0.3505	533	174	306	0.769
5	985 m/s	0.9203	San Diego	rabbit	0.9499	0.3476	0.1989	323	733	462	0.5106
2	116 m/s	0.1523	Oakland	ferret	0.0709	0.9225	0.9063	744	955	203	0.3251
5	875 m/s	1.0405	Sacramento	cat	0.9249	0.1662	0.4593	425	698	473	0.3651
3	712 m/s	0.3774	Modesto	fish	0.9207	0.7598	0.7126	1047	837	280	0.7152
4	825 m/s	0.4573	Oakland	fish	-0.0739	0.3098	0.0459	20	455	893	0.6173
1	262 m/s	0.6128	Los Angeles	hamster, reptile	0.3993	0.5708	0.4003	267	-157	270	1.0566
2	158 m/s	0.1735	San Jose	dog, rat	0.283	0.9102	1.2043	476	798	166	0.4451
3	655 m/s	-0.1204	San Diego	pig	0.6296	0.6743	0.7817	740	998	134	0.9478
1	276 m/s	0.5336	Los Angeles	hamster, guinea pig	0.6412	0.4467	0.1674	191	-91	162	0.894
3	454 m/s	0.1039	Moreno Valley	fish	0.8818	0.8437	0.5714	1053	816	267	0.8148
2	220 m/s	0.1729	San Jose	dog	0.2232	1.1271	1.0875	306	574	161	0.4278
5	917 m/s	0.8647	Santa Clarita	cat	1.0888	-0.0003	0.1417	564	629	625	0.5123
1	294 m/s	0.4272	Modesto	reptile, guinea pig	0.745	0.6733	-0.0759	176	1	79	0.8174
0	391 m/s	0.6797	Santa Clarita	chicken	0.4319	0.3977	0.7485	1054	306	891	0.0933
3	485 m/s	0.2279	moreno valley	fish	0.7915	0.5045	0.7749	NULL	987	278	0.6431
2	94 m/s	0.4887	Riverside	rat	0.2101	1.0248	1.0773	548	311	24	0.6295
2	46 m/s	0.2568	San Jose	rat, ferret	-0.0061	1.0624	1.0147	809	657	242	0.4555
1	329 m/s	0.4176	Los Angeles	bird	NULL	0.4715	0.4443	-144	-66	209	0.5605
0	719 m/s	0.589	Modesto	pig	0.4982	0.4646	0.5828	579	260	743	0.2418
1	557 m/s	0.3896	Fremont	reptile, guinea pig	0.2001	0.5545	0.1786	430	-128	461	0.8428
0	502 m/s	0.4946	Modesto	pig	0.3052	0.279	0.5491	1059	170	720	-0.1113
3	501 m/s	0.1075	San Francisco	pig	0.6445	1.0085	0.4174	1275	821	388	0.8373
1	239 m/s	0.5826	long beach	hamster, reptile	0.4935	0.5759	0.2287	409	362	475	1.2007
4	843 m/s	0.6421	Stockton	cat	0.0551	0.3764	0.06	-17	225	1180	0.9028
3	506 m/s	0.1772	Santa Ana	pig	1.0537	0.6887	0.599	660	1114	358	0.9233
3	475 m/s	0.0957	Moreno Valley	fish	0.8527	0.777	0.6284	992	866	352	0.5904
2	119 m/s	0.1306	Los Angeles	ferret, rat	0.2539	1.0255	0.7457	664	799	12	0.1992
1	199 m/s	0.6964	los angeles	guinea pig	0.5943	0.388	0.4328	36	-56	249	1.243
1	290 m/s	0.2986	Long Beach	hamster, reptile	0.6596	0.5622	0.4038	299	489	318	0.8864
3	312 m/s	0.2431	Moreno Valley	fish	0.9957	0.7377	0.3508	756	967	442	0.9041
5	837 m/s	n/a	San Diego	cat	0.9122	0.3252	0.0857	448	400	534	0.4862
2	295 m/s	0.3687	Riverside	dog, ferret	0.257	0.8649	1.1201	372	799	297	0.3292
2	180 m/s	0.3791	Riverside	ferret	0.0556	0.9791	0.9808	575	796	224	0.2583
2	149 m/s	0.1156	Modesto	dog, ferret	0.1086	1.021	0.899	262	875	201	0.3875
2	155 m/s	0.0264	Anaheim	dog, ferret	0.1651	1.1458	0.8472	849	1067	138	0.4123
1	449 m/s	0.4933	Los Angeles	Guinea Pig	0.5823	0.5226	0.1952	334	-224	181	0.8965
0	617 m/s	0.7771	Santa Clarita	CHICKEN	0.4428	0.3725	0.5674	891	222	877	0.2334
1	271 m/s	0.4135	Fremont	guinea pig	0.5332	0.5968	0.1829	272	130	273	0.7936
3	650 m/s	0.0256	San Francisco	fish	1.0249	0.7244	0.5001	931	823	502	0.8137
1	241 m/s	0.4185	Long Beach	HAMSTER, REPTILE	0.3679	0.4191	0.3459	175	-120	360	0.8512
0	590 m/s	0.5584	Santa Clarita	chicken	0.348	0.3934	0.5805	1094	329	836	-0.0779
0	762 m/s	0.4554	Santa Clarita	rabbit	0.5269	0.3635	0.7844	883	258	816	0.3052
0	603 m/s	0.7908	Riverside	pig	0.5009	0.5019	0.7009	714	124	777	-0.0703
3	513 m/s	0.2132	San Francisco	fish	0.934	0.4375	0.5302	793	713	520	0.9474
3	435 m/s	0.1024	San Diego	fish	0.929	0.483	0.5162	1006	718	435	0.8582
4	891 m/s		Chula Vista	rabbit	0.3104	0.3823	0.1611	57	72	978	0.8194
2	85 m/s	0.4607	Anaheim	dog, ferret	-0.0532	1.1088	0.8944	677	999	-64	0.1253
2	293 m/s	0.2329	San Jose	rat	-0.109	0.8615	0.9526	570	840	207	0.3918
5	933 m/s	1.0678	Modesto	bird	0.8635	0.0634	0.3266	375	472	589	0.2914
4	748 m/s	0.6658	Sacramento	rabbit	0.2245	0.5173	-0.0531	484	372	1245	0.6218
5	887 m/s	0.9331	Sacramento	n/a	0.8646	-0.1243	0.7151	333	578	624	0.4687
1	402 m/s		Fremont	guinea pig	0.5274	0.5787	0.349	396	89	291	1.0224
5	918 m/s	1.0388	San Francisco	bird	0.9024	0.1307	0.3442	533	896	687	0.5379
2	334 m/s	0.1511	Riverside	cat	0.109	0.9514	0.7777	636	806	290	0.2602
2	257 m/s	0.192	Moreno Valley	rabbit	0.1019	0.8844	1.0338	368	907	118	0.4429
4	791 m/s	0.5044	San Francisco	rabbit	0.2957	0.7103	0.1714	247	662	835	0.3674
5	690 m/s	0.7909	San Diego	cat	0.8549	0.1673	0.442	254	628	595	0.3433
0	400 m/s	0.4848	Modesto	pig	0.1536	0.5124	0.8175	747	414	750	0.2281
3	375 m/s	0.2277	San Francisco	fish	0.9215	0.6923	0.6465	924	1007	426	0.7659
3	692 m/s	0.1501	Santa Clarita	dog	1.0156	0.73	0.6436	956	612	253	0.5227
5	737 m/s	1.0301	San Diego	cat	0.7352	0.1286	0.3284	313	415	729	0.449
3	443 m/s	0.121	San Francisco	fish	0.937	0.8605	0.6614	919	827	390	0.9236
1	324 m/s	0.5817	Irvine	hamster	0.5828	0.4793	0.4909	306	-19	231	0.933
3	504 m/s	0.3521	San Diego	fish	0.9984	0.5477	0.7418	1128	847	467	0.8621
0	553 m/s	0.623	sANTA cLARITA	pig	0.6373	0.4536	0.7042	714	448	679	0.1896
4	613 m/s	0.5304	Oakland	rabbit	0.0518	0.187	0.0915	139	476	1005	0.9103
0	608 m/s	0.8386	Modesto	chicken	0.557	0.4447	0.8762	780	28	970	0.3076
2	181 m/s	0.3481	Riverside	hamster, reptile	0.1248	0.8193	0.9679	527	848	-42	0.359
2	112 m/s	0.1052	San Jose	ferret	-0.1639	0.8916	0.8591	652	1122	203	0.4254
4	745 m/s	0.7361	San Bernardino	rabbit	0.3129	0.4836	-0.1044	274	478	904	0.5572
0	617 m/s	0.7217	Modesto	pig	0.4899	0.2271	0.5495	986	79	766	0.0926
1	360 m/s	0.5202	Irvine	guinea pig, reptile	0.772	0.4142	0.4451	369	289	187	0.7871
5	1035 m/s	1.0546	San Diego	bird	1.0031	0.1272	0.4776	67	755	700	0.3477
5	1038 m/s	1.2515	Bakersfield	cat	0.9645	0.1577	0.2432	403	373	656	0.5928
4	810 m/s	0.8586	Oakland	rabbit	-0.1449	0.4027	0.2753	218	408	811	0.4507
5	1025 m/s	0.6986	Sacramento	cat	1.079	0.091	0.299	420	536	1004	0.4603
1	413 m/s	0.4735	Fremont	reptile, guinea pig	0.7533	0.5815	0.2131	351	159	110	0.9386
2	269 m/s	0.3826	Los Angeles	dog	0.0438	0.902	0.968	357	595	107	0.3974
1	251 m/s	0.4532	Long Beach	guinea pig, reptile	0.4374	0.6342	0.3911	276	107	189	1.0959
4	791 m/s	0.4624	None	rabbit	0.4612	0.6095	0.0868	334	248	954	0.9449
5	941 m/s	0.9154	Bakersfield	CAT	0.868	-0.0699	0.3309	389	560	620	0.5454
2	308 m/s	0.1789	Riverside	rat	-0.0662	0.9331	0.8918	589	732	294	0.2135
3	488 m/s	0.0409	Santa Ana	fish	0.9542	0.9018	0.6026	989	726	281	0.8388
4	825 m/s	0.689	Santa Clarita	pig	0.4646	0.3299	-0.0432	214	413	1093	0.8729
2	211 m/s	0.2847	Anaheim	rat, dog	0.0558	0.8812	1.0644	298	720	250	0.5417
1	389 m/s	0.2411	Irvine	guinea pig	0.4756	0.4327	0.3175	594	118	381	0.9752
1	291 m/s	0.4557	Los Angeles	GUINEA PIG	0.5178	0.5166	-0.0049	328	145	160	0.8783
3	342 m/s	0.2304	Santa Ana	fish	0.9119	0.5694	0.7271	899	707	533	0.8161
0	593 m/s	0.6472	Santa Clarita	pig	0.3781	0.5418	0.5834	786	501	766	0.1778
2	-75 m/s	0.2738	Anaheim	dog	0.1368	1.0775	1.1718	630	702	161	0.123
5	961 m/s	1.0198	Los Angeles	cat	0.8745	0.3105	0.3222	377	841	435	0.4279
1	260 m/s	0.6039	Fremont	cat	0.6088	0.6845	0.2506	115	279	-18	0.8231
1	409 m/s	0.4503	Irvine	pig	0.5329	0.4919	0.4714	345	195	286	1.0553
3	329 m/s	0.1065	San Francisco	rat	0.9989	0.7014	0.4904	1010	836	431	0.7988
5	790 m/s	1.019	Bakersfield	bird		0.0963	0.4592	324	741	565	0.3286
5	970 m/s	1.1482	San Diego	bird	0.5933	0.1206	NULL	359	388	496	0.4374
5	917 m/s	0.956	Santa Ana	bird	0.8685	-0.2202	0.3467	361	619	415	0.4882
0	637 m/s	0.8919	Modesto	chicken	0.3003	0.2408	0.6248	812	109	831	0.0372
1	276 m/s	0.6011	Fremont	chicken	0.6784	0.5224	0.0824	116	21	170	1.0556
2	94 m/s	0.37	Riverside	rat	0.082	1.1358	0.9671	611	840	291	0.3333
4	652 m/s	0.7302	Stockton	rabbit	0.1476	0.1631	0.1196	282	366	805	0.7336
2	25 m/s	0.1057	Anaheim	ferret, rat	-0.0196	1.1136	1.0711	577	643	161	0.2517
2	150 m/s	0.3377	Anaheim	dog	0.1233	0.8875	0.8842	612	562	70	0.2834
3	517 m/s	-0.1361	Riverside	fish	1.0242	0.696	0.5724	1170	1135	370	0.9998
0	526 m/s	0.5954	Modesto	pig	0.5758	0.2512	0.4069	649	155	771	0.2764
3	476 m/s	0.1476	Moreno Valley	fish	0.6794	0.7108	0.6326	816	970	314	0.6307
0	712 m/s	0.7429	Santa Clarita	pig	0.6317	0.3393	0.6787	479	399	888	0.1692
3	561 m/s	0.0443	?	fish	1.2074	0.6702	0.4895	801	586	368	0.6287
